STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,AGE,Age,SEX,Sex,STATISTICAL_OPERATION,Statistical operation,INCOME_GROUP,Income group,HEALTH_PROF,Health profession,TIME_PERIOD,Time period,OBS_VALUE,Observation value,HSPA,Health system performance assessment,METHODOLOGY,Calculation methodology,TIME_RANGE,Time range,SURVEY_VERSION,Survey version,DECIMALS,Decimals,OBS_STATUS,Observation status,OBS_STATUS2,Observation status 2,OBS_STATUS3,Observation status 3,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISL,Iceland,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2012,,8.4,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISL,Iceland,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2013,,7.1,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISL,Iceland,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2014,,4,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISL,Iceland,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2015,,5.5,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISL,Iceland,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2016,,5.2,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISL,Iceland,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2017,,2.3,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISL,Iceland,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2018,,8.6,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISL,Iceland,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2019,,6.2,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISL,Iceland,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2020,,8,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISL,Iceland,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2021,,6.3,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISL,Iceland,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2022,,6.3,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISL,Iceland,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2023,,8.1,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISL,Iceland,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2024,,1.9,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISR,Israel,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2000,,3.9,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISR,Israel,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2001,,3.9,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISR,Israel,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2002,,3.2,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISR,Israel,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2003,,3.2,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISR,Israel,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2004,,5.1,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISR,Israel,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2005,,3.5,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISR,Israel,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2006,,4.2,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISR,Israel,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2007,,3.7,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISR,Israel,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2008,,3.8,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISR,Israel,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2009,,3.9,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISR,Israel,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2010,,4.6,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISR,Israel,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2011,,3.8,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISR,Israel,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2012,,4.3,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISR,Israel,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2013,,4.2,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISR,Israel,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2014,,4.2,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISR,Israel,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2015,,3.9,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISR,Israel,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2016,,3.3,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISR,Israel,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2017,,3.9,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISR,Israel,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2018,,3.5,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISR,Israel,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2019,,5,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISR,Israel,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2020,,4.1,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,ISR,Israel,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2021,,3.8,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,KOR,Korea,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2010,,7.6,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,KOR,Korea,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2011,,7.3,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,KOR,Korea,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2012,,6.6,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,KOR,Korea,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2013,,6.4,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,KOR,Korea,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2014,,6.7,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,KOR,Korea,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2015,,6.3,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,KOR,Korea,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2016,,5.8,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,KOR,Korea,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2017,,6.2,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,KOR,Korea,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2018,,6.5,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,KOR,Korea,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2019,,6.9,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,KOR,Korea,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2020,,7,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,KOR,Korea,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2021,,6.7,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,KOR,Korea,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2022,,6.9,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,LVA,Latvia,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2012,,3,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,LVA,Latvia,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2013,,2.2,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,LVA,Latvia,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2014,,2.5,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,LVA,Latvia,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2015,,2.1,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,LVA,Latvia,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2016,,2.1,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,LVA,Latvia,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2017,,1.6,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,LVA,Latvia,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2018,,1.6,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
DATAFLOW,OECD.ELS.HD:DSD_HCQO@DF_MH(2.1),Mental healthcare,I,LVA,Latvia,A,Annual,MORTSUMD,Suicide within 1 year after discharge among patients diagnosed with a mental disorder,PT_PAT_DSC_D_MD,Percentage of discharged patients diagnosed with a mental disorder,Y_GE15,15 years or over,_T,Total,OBS,Observed,_Z,Not applicable,_Z,Not applicable,2019,,1.7,,,,AGE_SEX_STANDARD,Age and sex standardised rate,,,,,1,One,,,,,,,0,Units
